threshold,ssp,date,GFDL-ESM4_compound_day_total,CNRM-CM6-1_compound_day_total,MRI-ESM2-0_compound_day_total,GISS-E2-1-G_compound_day_total,CESM2_compound_day_total,ACCESS-CM2_compound_day_total,ACCESS-ESM1-5_compound_day_total,FGOALS-g3_compound_day_total,NorESM2-LM_compound_day_total,INM-CM4-8_compound_day_total,CNRM-ESM2-1_compound_day_total,EC-Earth3_compound_day_total,MPI-ESM1-2-LR_compound_day_total,NorESM2-MM_compound_day_total,MPI-ESM1-2-HR_compound_day_total,CMCC-ESM2_compound_day_total,GFDL-CM4_compound_day_total,MIROC-ES2L_compound_day_total,KACE-1-0-G_compound_day_total,INM-CM5-0_compound_day_total,GFDL-ESM4_compound_event_total,CNRM-CM6-1_compound_event_total,MRI-ESM2-0_compound_event_total,GISS-E2-1-G_compound_event_total,CESM2_compound_event_total,ACCESS-CM2_compound_event_total,ACCESS-ESM1-5_compound_event_total,FGOALS-g3_compound_event_total,NorESM2-LM_compound_event_total,INM-CM4-8_compound_event_total,CNRM-ESM2-1_compound_event_total,EC-Earth3_compound_event_total,MPI-ESM1-2-LR_compound_event_total,NorESM2-MM_compound_event_total,MPI-ESM1-2-HR_compound_event_total,CMCC-ESM2_compound_event_total,GFDL-CM4_compound_event_total,MIROC-ES2L_compound_event_total,KACE-1-0-G_compound_event_total,INM-CM5-0_compound_event_total,GFDL-ESM4_compound_sequence_total,CNRM-CM6-1_compound_sequence_total,MRI-ESM2-0_compound_sequence_total,GISS-E2-1-G_compound_sequence_total,CESM2_compound_sequence_total,ACCESS-CM2_compound_sequence_total,ACCESS-ESM1-5_compound_sequence_total,FGOALS-g3_compound_sequence_total,NorESM2-LM_compound_sequence_total,INM-CM4-8_compound_sequence_total,CNRM-ESM2-1_compound_sequence_total,EC-Earth3_compound_sequence_total,MPI-ESM1-2-LR_compound_sequence_total,NorESM2-MM_compound_sequence_total,MPI-ESM1-2-HR_compound_sequence_total,CMCC-ESM2_compound_sequence_total,GFDL-CM4_compound_sequence_total,MIROC-ES2L_compound_sequence_total,KACE-1-0-G_compound_sequence_total,INM-CM5-0_compound_sequence_total,GFDL-ESM4_compound_duration_max,CNRM-CM6-1_compound_duration_max,MRI-ESM2-0_compound_duration_max,GISS-E2-1-G_compound_duration_max,CESM2_compound_duration_max,ACCESS-CM2_compound_duration_max,ACCESS-ESM1-5_compound_duration_max,FGOALS-g3_compound_duration_max,NorESM2-LM_compound_duration_max,INM-CM4-8_compound_duration_max,CNRM-ESM2-1_compound_duration_max,EC-Earth3_compound_duration_max,MPI-ESM1-2-LR_compound_duration_max,NorESM2-MM_compound_duration_max,MPI-ESM1-2-HR_compound_duration_max,CMCC-ESM2_compound_duration_max,GFDL-CM4_compound_duration_max,MIROC-ES2L_compound_duration_max,KACE-1-0-G_compound_duration_max,INM-CM5-0_compound_duration_max,GFDL-ESM4_compound_duration_mean,CNRM-CM6-1_compound_duration_mean,MRI-ESM2-0_compound_duration_mean,GISS-E2-1-G_compound_duration_mean,CESM2_compound_duration_mean,ACCESS-CM2_compound_duration_mean,ACCESS-ESM1-5_compound_duration_mean,FGOALS-g3_compound_duration_mean,NorESM2-LM_compound_duration_mean,INM-CM4-8_compound_duration_mean,CNRM-ESM2-1_compound_duration_mean,EC-Earth3_compound_duration_mean,MPI-ESM1-2-LR_compound_duration_mean,NorESM2-MM_compound_duration_mean,MPI-ESM1-2-HR_compound_duration_mean,CMCC-ESM2_compound_duration_mean,GFDL-CM4_compound_duration_mean,MIROC-ES2L_compound_duration_mean,KACE-1-0-G_compound_duration_mean,INM-CM5-0_compound_duration_mean,mean_day_total,med_day_total,p10_day_total,p90_day_total,mean_event_total,med_event_total,p10_event_total,p90_event_total,mean_sequence_total,med_sequence_total,p10_sequence_total,p90_sequence_total,mean_duration_max,med_duration_max,p10_duration_max,p90_duration_max,mean_duration_mean,med_duration_mean,p10_duration_mean,p90_duration_mean
rzsm>0.7_pr>50,ssp245,2025,71,6,20,0,37,45,27,4,0,73,10,48,60,13,24,13,128,0,17,3,69,6,18,0,37,41,27,3,0,73,9,48,60,13,24,12,128,0,16,2,12,2,4,0,5,6,4,1,0,7,2,8,7,3,4,3,3,0,3,1,9,3,5,0,12,15,8,3,0,30,6,15,16,8,7,6,48,0,7,2,5.75,3.0,4.5,0.0,7.4,6.83,6.75,3.0,0.0,10.43,4.5,6.0,8.57,4.33,6.0,4.0,42.67,0.0,5.33,2.0,29.95,18.5,0.0,71.2,29.3,17.0,0.0,69.4,3.75,3.0,0.0,7.100000000000001,10.0,7.0,0.0,17.40000000000002,6.553,4.915,0.0,8.756000000000002
rzsm>0.7_pr>50,ssp245,2026,34,36,28,6,36,62,35,22,0,5,30,26,8,7,0,4,155,38,0,6,33,35,27,6,35,60,35,22,0,4,29,26,8,7,0,2,153,36,0,6,5,7,3,1,10,12,4,3,0,1,6,5,3,2,0,1,11,6,0,1,9,8,15,6,7,8,12,10,0,4,7,7,3,4,0,2,36,11,0,6,6.6,5.0,9.0,6.0,3.5,5.0,8.75,7.33,0.0,4.0,4.83,5.2,2.67,3.5,0.0,2.0,13.91,6.0,0.0,6.0,26.9,24.0,0.0,40.400000000000034,26.2,24.0,0.0,38.400000000000034,4.05,3.0,0.0,10.100000000000001,7.75,7.0,0.0,12.300000000000004,4.964499999999999,5.0,0.0,8.775
rzsm>0.7_pr>50,ssp245,2027,23,10,20,39,43,22,26,45,21,0,0,5,43,58,9,14,0,51,0,22,22,8,20,39,43,22,26,44,21,0,0,5,42,58,9,12,0,50,0,22,5,2,4,7,5,3,5,8,2,0,0,1,8,6,1,3,0,11,0,4,7,5,7,10,20,11,8,12,19,0,0,5,9,13,9,6,0,8,0,9,4.4,4.0,5.0,5.57,8.6,7.33,5.2,5.5,10.5,0.0,0.0,5.0,5.25,9.67,9.0,4.0,0.0,4.55,0.0,5.5,22.55,21.5,0.0,45.60000000000001,22.15,21.5,0.0,44.60000000000001,3.75,3.5,0.0,8.0,7.9,8.0,0.0,13.600000000000009,4.9535,5.1,0.0,9.067
rzsm>0.7_pr>50,ssp245,2028,16,41,35,38,34,0,6,70,34,5,59,34,24,22,0,14,7,42,21,33,16,40,34,38,34,0,6,67,34,5,59,34,24,22,0,14,7,42,21,32,3,7,5,7,5,0,1,9,8,1,9,6,6,3,0,3,1,7,3,6,7,13,13,8,12,0,6,18,7,5,11,9,8,15,0,7,7,15,10,9,5.33,5.71,6.8,5.43,6.8,0.0,6.0,7.44,4.25,5.0,6.56,5.67,4.0,7.33,0.0,4.67,7.0,6.0,7.0,5.33,26.75,28.5,4.500000000000001,43.700000000000024,26.45,28.0,4.500000000000001,43.700000000000024,4.5,5.0,0.9000000000000001,8.100000000000001,9.0,8.5,4.500000000000001,15.0,5.316,5.6899999999999995,3.6000000000000005,7.033
rzsm>0.7_pr>50,ssp245,2029,0,14,37,0,7,5,5,45,17,82,81,45,56,45,60,0,56,28,14,39,0,14,37,0,7,5,5,45,17,82,78,44,56,45,60,0,55,28,14,39,0,2,6,0,3,1,1,8,3,9,9,5,7,6,9,0,5,6,2,4,0,9,7,0,3,5,5,8,7,17,15,14,14,13,12,0,23,7,11,21,0.0,7.0,6.17,0.0,2.33,5.0,5.0,5.62,5.67,9.11,8.67,8.8,8.0,7.5,6.67,0.0,11.0,4.67,7.0,9.75,31.8,32.5,0.0,62.10000000000003,31.55,32.5,0.0,61.800000000000026,4.3,4.5,0.0,9.0,9.55,8.5,0.0,17.400000000000006,5.898000000000001,6.42,0.0,9.174000000000001
rzsm>0.7_pr>50,ssp245,2030,53,0,72,0,0,59,0,67,21,48,41,26,76,33,30,23,269,10,21,32,52,0,72,0,0,59,0,65,20,46,40,26,75,32,29,23,268,10,21,31,9,0,12,0,0,8,0,10,4,4,7,3,11,5,4,4,3,2,4,4,7,0,14,0,0,13,0,14,8,25,11,12,9,10,15,9,136,6,11,11,5.78,0.0,6.0,0.0,0.0,7.38,0.0,6.5,5.0,11.5,5.71,8.67,6.82,6.4,7.25,5.75,89.33,5.0,5.25,7.75,44.05,31.0,0.0,72.4,43.45,30.0,0.0,72.30000000000001,4.7,4.0,0.0,10.100000000000001,15.55,10.5,0.0,16.000000000000014,9.5045,5.890000000000001,0.0,8.953000000000005
rzsm>0.7_pr>50,ssp245,2031,12,6,64,13,37,39,54,36,39,29,16,0,48,1,33,6,151,28,28,0,12,6,64,13,36,36,53,36,38,29,16,0,46,0,33,5,149,28,25,0,2,1,10,4,6,5,7,4,7,6,4,0,8,0,7,1,7,4,3,0,10,6,10,5,10,14,19,25,7,9,5,0,8,0,6,5,34,16,16,0,6.0,6.0,6.4,3.25,6.0,7.2,7.57,9.0,5.43,4.83,4.0,0.0,5.75,0.0,4.71,5.0,21.29,7.0,8.33,0.0,32.0,28.5,0.9000000000000001,55.000000000000014,31.25,28.5,0.0,54.100000000000016,4.3,4.0,0.0,7.100000000000001,10.25,8.5,0.0,19.60000000000001,5.888,5.875,0.0,8.397
rzsm>0.7_pr>50,ssp245,2032,2,42,60,54,0,51,36,37,49,47,40,33,35,6,25,39,85,16,32,14,2,42,58,53,0,51,36,37,46,46,39,32,35,6,25,39,85,15,32,14,1,5,10,5,0,8,6,7,7,8,6,4,6,1,5,7,2,3,6,3,2,12,11,21,0,9,10,9,14,15,14,14,8,6,6,8,44,7,9,6,2.0,8.4,5.8,10.6,0.0,6.38,6.0,5.29,6.57,5.75,6.5,8.0,5.83,6.0,5.0,5.57,42.5,5.0,5.33,4.67,35.15,36.5,5.6000000000000005,54.60000000000001,34.65,36.5,5.6000000000000005,53.50000000000001,5.0,5.5,1.0,8.0,11.25,9.0,5.6000000000000005,15.600000000000009,7.5595,5.8149999999999995,4.4030000000000005,8.620000000000003
rzsm>0.7_pr>50,ssp245,2033,0,24,40,56,0,52,19,55,22,25,24,10,21,50,0,5,95,54,12,31,0,24,38,56,0,49,18,55,22,24,23,10,21,50,0,5,95,54,12,31,0,4,7,8,0,8,2,8,4,6,6,2,2,7,0,1,9,6,1,5,0,12,7,9,0,10,10,9,7,6,7,5,15,14,0,5,39,24,12,8,0.0,6.0,5.43,7.0,0.0,6.12,9.0,6.88,5.5,4.0,3.83,5.0,10.5,7.14,0.0,5.0,10.56,9.0,12.0,6.2,29.75,24.0,0.0,55.1,29.35,23.5,0.0,55.1,4.3,4.5,0.0,8.0,9.95,8.5,0.0,15.900000000000013,5.958,6.0600000000000005,0.0,10.506
rzsm>0.7_pr>50,ssp245,2034,34,11,17,67,0,60,55,29,41,18,0,86,48,37,9,3,158,3,10,0,34,10,17,65,0,60,54,28,40,17,0,86,46,35,9,3,156,3,10,0,5,2,3,11,0,9,6,5,7,3,0,12,7,6,2,1,6,1,2,0,10,6,6,8,0,14,17,8,11,7,0,14,15,11,5,3,124,3,6,0,6.8,5.0,5.67,5.91,0.0,6.67,9.0,5.6,5.71,5.67,0.0,7.17,6.57,5.83,4.5,3.0,26.0,3.0,5.0,0.0,34.3,23.5,0.0,68.90000000000003,33.65,22.5,0.0,67.10000000000002,4.4,4.0,0.0,9.200000000000003,13.4,7.5,0.0,15.200000000000003,5.855,5.67,0.0,7.353000000000002
rzsm>0.7_pr>50,ssp245,2035,68,43,66,0,0,49,72,64,89,67,34,67,44,11,33,20,36,36,47,19,68,43,66,0,0,48,71,63,87,66,33,66,43,11,33,20,36,36,47,19,12,5,8,0,0,10,10,9,10,8,7,10,8,2,5,4,3,5,6,3,9,16,19,0,0,8,12,16,35,16,9,10,15,8,16,7,17,8,11,8,5.67,8.6,8.25,0.0,0.0,4.8,7.1,7.0,8.7,8.25,4.71,6.6,5.38,5.5,6.6,5.0,12.0,7.2,7.83,6.33,43.25,43.5,9.900000000000002,68.4,42.8,43.0,9.900000000000002,68.30000000000001,6.25,6.5,1.8000000000000003,10.0,12.0,10.5,6.300000000000001,17.200000000000003,6.276,6.6,4.239000000000001,8.61
rzsm>0.7_pr>50,ssp245,2036,1,54,53,36,44,9,24,2,60,50,14,3,8,14,60,52,126,10,27,0,0,53,50,35,43,7,24,2,59,50,13,3,8,14,60,52,123,10,27,0,0,6,9,6,6,1,5,1,9,8,3,1,2,3,7,8,8,3,4,0,0,13,12,10,11,7,7,2,10,11,6,3,4,6,18,11,66,4,9,0,0.0,8.83,5.56,5.83,7.17,7.0,4.8,2.0,6.56,6.25,4.33,3.0,4.0,4.67,8.57,6.5,15.38,3.33,6.75,0.0,32.35,25.5,1.9000000000000001,60.0,31.65,25.5,1.8000000000000003,59.1,4.5,4.5,0.9000000000000001,8.100000000000001,10.5,8.0,1.8000000000000003,13.500000000000007,5.5264999999999995,5.695,1.8000000000000003,8.596
rzsm>0.7_pr>50,ssp245,2037,44,23,14,42,35,8,29,52,0,39,0,0,35,84,21,56,56,35,3,35,42,23,12,40,33,8,28,52,0,39,0,0,35,84,20,54,56,35,3,35,8,6,3,7,6,2,2,7,0,7,0,0,6,17,3,8,3,4,1,4,8,7,7,9,9,4,22,12,0,7,0,0,8,14,7,11,48,13,3,13,5.25,3.83,4.0,5.71,5.5,4.0,14.0,7.43,0.0,5.57,0.0,0.0,5.83,4.94,6.67,6.75,18.67,8.75,3.0,8.75,30.55,35.0,0.0,56.0,29.95,34.0,0.0,54.2,4.7,4.0,0.0,8.0,10.1,8.0,0.0,14.800000000000011,5.9325,5.535,0.0,9.275000000000007
rzsm>0.7_pr>50,ssp245,2038,34,16,48,40,8,48,34,34,41,37,0,17,0,46,43,7,108,48,0,5,33,13,46,40,8,47,33,34,40,36,0,17,0,44,43,7,108,47,0,5,6,4,7,7,1,8,5,6,7,7,0,4,0,8,6,1,1,8,0,2,12,6,11,13,8,8,9,13,10,8,0,5,0,7,12,7,108,11,0,3,5.5,3.25,6.57,5.71,8.0,5.88,6.6,5.67,5.71,5.14,0.0,4.25,0.0,5.5,7.17,7.0,108.0,5.88,0.0,2.5,30.7,34.0,0.0,48.0,30.05,33.5,0.0,47.0,4.4,5.5,0.0,8.0,12.55,8.0,0.0,13.0,9.9165,5.6899999999999995,0.0,7.253000000000001
rzsm>0.7_pr>50,ssp245,2039,9,14,38,18,3,68,12,45,47,3,7,12,0,30,25,6,86,6,36,0,9,14,38,18,3,66,12,44,46,3,7,11,0,29,25,6,85,5,36,0,2,3,7,3,1,10,2,6,7,1,1,2,0,5,5,1,6,2,5,0,5,6,9,11,3,11,6,17,10,3,7,8,0,11,6,6,42,3,12,0,4.5,4.67,5.43,6.0,3.0,6.6,6.0,7.33,6.57,3.0,7.0,5.5,0.0,5.8,5.0,6.0,14.17,2.5,7.2,0.0,23.25,13.0,2.7,49.10000000000003,22.85,13.0,2.7,48.00000000000003,3.45,2.5,0.9000000000000001,7.0,8.8,6.5,2.7,12.500000000000007,5.3134999999999994,5.65,2.2500000000000004,7.213
rzsm>0.7_pr>50,ssp245,2040,34,0,60,31,0,42,66,12,33,10,43,9,10,5,10,0,55,6,15,0,34,0,60,31,0,39,64,12,33,10,43,9,10,5,9,0,55,6,15,0,5,0,9,7,0,8,8,2,5,2,7,2,1,1,2,0,2,1,3,0,13,0,12,12,0,7,14,7,8,8,11,5,10,5,5,0,28,6,7,0,6.8,0.0,6.67,4.43,0.0,4.88,8.0,6.0,6.6,5.0,6.14,4.5,10.0,5.0,4.5,0.0,27.5,6.0,5.0,0.0,22.05,11.0,0.0,55.50000000000001,21.75,11.0,0.0,55.50000000000001,3.25,2.0,0.0,8.0,7.9,7.0,0.0,13.100000000000001,5.851000000000001,5.0,0.0,8.200000000000003
rzsm>0.7_pr>50,ssp245,2041,39,14,23,84,0,22,25,38,19,0,34,24,43,55,58,59,78,29,10,79,38,13,22,82,0,22,24,37,19,0,34,22,43,54,56,58,78,28,10,78,8,2,3,12,0,3,6,8,2,0,6,6,8,10,9,9,3,4,2,10,9,8,9,14,0,15,7,9,11,0,7,7,10,17,15,17,71,12,6,16,4.75,6.5,7.33,6.83,0.0,7.33,4.0,4.62,9.5,0.0,5.67,3.67,5.38,5.4,6.22,6.44,26.0,7.0,5.0,7.8,36.65,31.5,9.000000000000002,78.1,35.9,31.0,9.000000000000002,78.0,5.55,6.0,1.8000000000000003,10.0,13.0,9.5,5.4,17.0,6.4719999999999995,5.945,3.3030000000000004,7.970000000000002
rzsm>0.7_pr>50,ssp245,2042,4,3,32,48,21,15,33,3,0,0,3,34,57,53,40,11,103,44,0,12,4,3,32,46,21,15,31,2,0,0,3,33,57,52,40,11,103,42,0,12,1,1,6,6,3,4,6,1,0,0,1,6,12,7,7,3,1,7,0,3,4,3,9,13,9,6,7,2,0,0,3,7,7,14,9,6,103,14,0,6,4.0,3.0,5.33,7.67,7.0,3.75,5.17,2.0,0.0,0.0,3.0,5.5,4.75,7.43,5.71,3.67,103.0,6.0,0.0,4.0,25.8,18.0,0.0,53.400000000000006,25.35,18.0,0.0,52.50000000000001,3.75,3.0,0.0,7.0,11.1,6.5,0.0,14.0,9.049000000000001,4.375,0.0,7.454
rzsm>0.7_pr>50,ssp245,2043,47,46,6,48,11,14,30,5,0,0,0,1,31,33,11,7,70,8,29,17,46,46,6,47,8,14,30,5,0,0,0,0,30,33,11,7,70,7,28,16,7,7,1,7,2,3,5,1,0,0,0,0,5,6,2,1,5,2,5,2,9,8,6,13,6,7,8,5,0,0,0,0,8,9,8,7,22,5,9,10,6.57,6.57,6.0,6.71,4.0,4.67,6.0,5.0,0.0,0.0,0.0,0.0,6.0,5.5,5.5,7.0,14.0,3.5,5.6,8.0,20.7,12.5,0.0,47.1,20.2,12.5,0.0,46.1,3.05,2.0,0.0,7.0,7.0,7.5,0.0,10.300000000000004,5.031000000000001,5.55,0.0,7.100000000000001
rzsm>0.7_pr>50,ssp245,2044,26,39,0,6,8,46,42,51,74,86,52,3,1,22,41,32,10,0,11,0,26,39,0,6,7,45,42,51,73,86,50,2,0,22,39,31,10,0,11,0,5,7,0,1,1,7,5,8,7,9,8,1,0,3,4,6,2,0,2,0,6,19,0,6,7,10,16,12,21,16,15,2,0,11,31,6,5,0,8,0,5.2,5.57,0.0,6.0,7.0,6.43,8.4,6.38,10.43,9.56,6.25,2.0,0.0,7.33,9.75,5.17,5.0,0.0,5.5,0.0,27.5,24.0,0.0,54.20000000000003,27.0,24.0,0.0,53.20000000000003,3.8,3.5,0.0,8.0,9.55,7.5,0.0,19.200000000000003,5.2985,5.785,0.0,9.579
rzsm>0.7_pr>50,ssp245,2045,0,0,42,71,2,25,47,9,62,29,22,23,22,25,8,51,0,1,0,70,0,0,42,70,2,24,47,8,61,29,22,21,19,25,5,51,0,0,0,70,0,0,5,10,1,6,6,3,10,4,3,3,3,5,1,7,0,0,0,5,0,0,18,17,2,5,11,4,10,15,12,8,7,7,5,9,0,0,0,28,0.0,0.0,8.4,7.0,2.0,4.0,7.83,2.67,6.1,7.25,7.33,7.0,6.33,5.0,5.0,7.29,0.0,0.0,0.0,14.0,25.45,22.5,0.0,62.80000000000001,24.8,21.5,0.0,61.90000000000001,3.6,3.0,0.0,7.300000000000004,7.9,7.0,0.0,17.1,4.86,5.55,0.0,7.887000000000001
rzsm>0.7_pr>50,ssp245,2046,68,8,25,11,0,8,40,56,0,16,0,0,53,74,0,45,122,86,41,21,67,8,25,9,0,8,39,54,0,16,0,0,53,71,0,45,121,86,41,21,9,3,6,2,0,3,7,6,0,2,0,0,5,13,0,8,2,8,5,3,13,3,10,5,0,3,11,16,0,11,0,0,15,12,0,13,115,27,14,8,7.44,2.67,4.17,4.5,0.0,2.67,5.57,9.0,0.0,8.0,0.0,0.0,10.6,5.46,0.0,5.62,60.5,10.75,8.2,7.0,33.7,23.0,0.0,75.20000000000002,33.2,23.0,0.0,72.50000000000003,4.1,3.0,0.0,8.100000000000001,13.8,10.5,0.0,17.100000000000016,7.607499999999999,5.515000000000001,0.0,10.615
rzsm>0.7_pr>50,ssp245,2047,22,0,15,24,14,20,34,24,54,4,8,8,4,19,26,41,333,8,47,0,22,0,14,23,14,20,33,23,53,2,8,7,4,19,26,39,333,8,44,0,5,0,3,3,4,3,6,2,6,1,2,2,1,4,4,6,6,3,7,0,7,0,6,11,7,11,7,16,16,2,5,5,4,6,8,14,171,3,13,0,4.4,0.0,4.67,7.67,3.5,6.67,5.5,11.5,8.83,2.0,4.0,3.5,4.0,4.75,6.5,6.5,55.5,2.67,6.29,0.0,35.25,19.5,3.6000000000000005,47.70000000000001,34.6,19.5,1.8000000000000003,44.90000000000001,3.4,3.0,0.9000000000000001,6.0,15.6,7.0,1.8000000000000003,16.0,7.422499999999999,4.71,1.8000000000000003,9.097000000000003
rzsm>0.7_pr>50,ssp245,2048,0,38,47,67,25,38,0,36,36,33,15,10,64,36,11,8,41,6,78,54,0,37,46,66,25,38,0,34,35,33,15,9,63,36,11,8,41,6,76,53,0,5,7,10,2,7,0,7,5,3,4,2,11,7,3,2,5,1,7,5,0,11,11,10,16,9,0,7,10,16,5,6,10,7,6,5,16,6,19,21,0.0,7.4,6.57,6.6,12.5,5.43,0.0,4.86,7.0,11.0,3.75,4.5,5.73,5.14,3.67,4.0,8.2,6.0,10.86,10.6,32.15,36.0,5.4,64.30000000000001,31.6,34.5,5.4,63.300000000000004,4.65,5.0,0.9000000000000001,7.300000000000004,9.55,9.5,4.500000000000001,16.300000000000004,6.1905,5.865,3.3030000000000004,10.874
rzsm>0.7_pr>50,ssp245,2049,28,12,51,45,0,33,10,23,47,0,50,19,7,34,17,0,22,14,19,26,28,12,50,44,0,31,10,23,47,0,47,17,7,33,17,0,22,14,18,26,6,3,7,8,0,5,2,2,8,0,6,5,2,4,4,0,1,3,3,5,7,5,11,15,0,9,6,15,13,0,12,5,5,11,9,0,22,6,7,8,4.67,4.0,7.14,5.5,0.0,6.2,5.0,11.5,5.88,0.0,7.83,3.4,3.5,8.25,4.25,0.0,22.0,4.67,6.0,5.2,22.85,20.5,0.0,47.300000000000004,22.3,20.0,0.0,47.0,3.7,3.5,0.0,7.100000000000001,8.3,7.5,0.0,15.0,5.7495,5.1,0.0,8.575000000000005
rzsm>0.7_pr>50,ssp245,2050,20,10,51,38,0,30,0,20,0,30,64,4,34,28,53,12,55,0,14,0,18,10,51,38,0,29,0,20,0,30,62,4,33,28,53,12,55,0,14,0,3,1,8,6,0,4,0,3,0,6,9,2,5,3,7,2,1,0,2,0,9,10,10,10,0,14,0,9,0,7,19,2,8,16,12,6,55,0,11,0,6.0,10.0,6.38,6.33,0.0,7.25,0.0,6.67,0.0,5.0,6.89,2.0,6.6,9.33,7.57,6.0,55.0,0.0,7.0,0.0,23.15,20.0,0.0,53.2,22.85,19.0,0.0,53.2,3.1,2.5,0.0,7.100000000000001,9.9,9.0,0.0,16.300000000000004,7.401000000000001,6.355,0.0,9.397
rzsm>0.7_pr>50,ssp245,2051,4,12,19,52,42,52,0,22,36,42,24,33,22,42,52,7,47,38,17,0,4,12,18,52,42,52,0,22,35,41,23,33,22,42,51,7,47,38,17,0,1,2,4,7,6,8,0,4,6,6,4,6,4,8,11,2,6,7,5,0,4,10,9,21,14,13,0,7,10,14,6,7,7,8,7,5,19,7,5,0,4.0,6.0,4.5,7.43,7.0,6.5,0.0,5.5,5.83,6.83,5.75,5.5,5.5,5.25,4.64,3.5,7.83,5.43,3.4,0.0,28.15,28.5,3.6000000000000005,52.0,27.9,28.0,3.6000000000000005,51.1,4.85,5.5,0.9000000000000001,8.0,8.65,7.0,3.6000000000000005,14.500000000000007,5.019500000000001,5.5,3.0600000000000005,7.043
rzsm>0.7_pr>50,ssp245,2052,6,38,27,11,13,43,11,33,27,8,35,73,63,70,24,0,59,11,4,10,6,37,26,11,13,40,10,30,27,7,33,73,63,67,23,0,59,11,4,10,1,6,5,2,1,7,3,7,5,2,8,10,6,10,4,0,4,2,1,2,6,8,9,7,13,10,4,7,10,5,9,13,27,20,7,0,33,6,4,6,6.0,6.17,5.2,5.5,13.0,5.71,3.33,4.29,5.4,3.5,4.12,7.3,10.5,6.7,5.75,0.0,14.75,5.5,4.0,5.0,28.3,25.5,5.800000000000001,63.70000000000001,27.5,24.5,5.800000000000001,63.400000000000006,4.3,4.0,1.0,8.200000000000003,10.2,7.5,4.0,20.70000000000001,6.086,5.5,3.483,10.750000000000004
rzsm>0.7_pr>50,ssp245,2053,43,71,30,11,0,28,10,18,13,0,37,31,43,33,24,42,0,0,2,30,43,70,30,11,0,26,9,17,12,0,36,28,43,33,24,42,0,0,2,30,8,9,6,2,0,3,2,3,3,0,5,7,5,5,5,9,0,0,1,3,8,16,12,6,0,17,7,8,5,0,13,8,15,15,10,9,0,0,2,18,5.38,7.78,5.0,5.5,0.0,8.67,4.5,5.67,4.0,0.0,7.2,4.0,8.6,6.6,4.8,4.67,0.0,0.0,2.0,10.0,23.3,26.0,0.0,43.0,22.8,25.0,0.0,43.0,3.8,3.0,0.0,8.100000000000001,8.45,8.0,0.0,16.1,4.7185,4.9,0.0,8.607
rzsm>0.7_pr>50,ssp245,2054,18,20,14,2,28,37,25,14,0,0,47,57,28,11,14,33,68,16,5,28,18,20,14,2,28,36,25,13,0,0,47,57,28,10,13,33,67,16,4,28,4,4,2,1,4,5,4,3,0,0,7,6,5,2,3,8,4,1,1,4,5,7,9,2,10,15,9,5,0,0,11,15,7,6,6,7,26,16,4,9,4.5,5.0,7.0,2.0,7.0,7.2,6.25,4.33,0.0,0.0,6.71,9.5,5.6,5.0,4.33,4.12,16.75,16.0,4.0,7.0,23.25,19.0,1.8000000000000003,48.000000000000014,22.95,19.0,1.8000000000000003,48.000000000000014,3.4,4.0,0.9000000000000001,6.100000000000001,8.45,7.0,1.8000000000000003,15.100000000000001,6.1145000000000005,5.3,1.8000000000000003,10.15000000000001
rzsm>0.7_pr>50,ssp245,2055,29,18,44,52,2,25,44,0,11,0,21,16,25,30,19,0,121,10,0,4,27,18,43,52,2,24,43,0,11,0,21,16,24,30,19,0,120,10,0,2,5,4,7,6,1,4,8,0,2,0,2,3,4,5,4,0,7,2,0,1,8,6,12,18,2,7,8,0,6,0,14,6,9,7,5,0,38,5,0,2,5.4,4.5,6.14,8.67,2.0,6.0,5.38,0.0,5.5,0.0,10.5,5.33,6.0,6.0,4.75,0.0,17.14,5.0,0.0,2.0,23.55,18.5,0.0,44.80000000000001,23.1,18.5,0.0,43.90000000000001,3.25,3.5,0.0,7.0,7.65,6.0,0.0,14.400000000000006,5.0155,5.355,0.0,8.853000000000003
rzsm>0.7_pr>50,ssp245,2056,22,56,18,11,6,0,36,36,17,1,28,78,30,60,29,0,34,55,35,50,21,53,18,11,5,0,35,36,17,0,28,76,30,58,29,0,34,55,34,49,4,12,3,2,2,0,6,6,3,0,5,10,4,9,6,0,2,5,5,7,7,11,9,7,3,0,8,11,6,0,12,13,14,14,8,0,25,26,11,16,5.25,4.42,6.0,5.5,2.5,0.0,5.83,6.0,5.67,0.0,5.6,7.6,7.5,6.44,4.83,0.0,17.0,11.0,6.8,7.0,30.1,29.5,0.9000000000000001,56.400000000000006,29.45,29.5,0.0,55.300000000000004,4.55,4.5,0.0,9.100000000000001,10.05,10.0,0.0,16.900000000000013,5.747,5.75,0.0,7.940000000000005
